	workload name	duration (s)	no. samples	start time (ms)	end time (ms)	start date	end date	Freq (MHz) C0	Freq (MHz) C4	CPU 0 (id:0x07) cycle count diff	CPU 0 (id:0x07) cntr 0 (0x14) diff	CPU 0 (id:0x07) cntr 1 (0x16) diff	CPU 0 (id:0x07) cntr 2 (0x13) diff	CPU 0 (id:0x07) cntr 3 (0x0F) diff	CPU 1 (id:0x07) cycle count diff	CPU 1 (id:0x07) cntr 0 (0x14) diff	CPU 1 (id:0x07) cntr 1 (0x16) diff	CPU 1 (id:0x07) cntr 2 (0x13) diff	CPU 1 (id:0x07) cntr 3 (0x0F) diff	CPU 2 (id:0x07) cycle count diff	CPU 2 (id:0x07) cntr 0 (0x14) diff	CPU 2 (id:0x07) cntr 1 (0x16) diff	CPU 2 (id:0x07) cntr 2 (0x13) diff	CPU 2 (id:0x07) cntr 3 (0x0F) diff	CPU 3 (id:0x07) cycle count diff	CPU 3 (id:0x07) cntr 0 (0x14) diff	CPU 3 (id:0x07) cntr 1 (0x16) diff	CPU 3 (id:0x07) cntr 2 (0x13) diff	CPU 3 (id:0x07) cntr 3 (0x0F) diff	CPU 4 (id:0x0F) cycle count diff	CPU 4 (id:0x0F) cntr 0 (0x1B) diff	CPU 4 (id:0x0F) cntr 1 (0x50) diff	CPU 4 (id:0x0F) cntr 2 (0x6A) diff	CPU 4 (id:0x0F) cntr 3 (0x73) diff	CPU 4 (id:0x0F) cntr 4 (0x14) diff	CPU 4 (id:0x0F) cntr 5 (0x19) diff	CPU 5 (id:0x0F) cycle count diff	CPU 5 (id:0x0F) cntr 0 (0x1B) diff	CPU 5 (id:0x0F) cntr 1 (0x50) diff	CPU 5 (id:0x0F) cntr 2 (0x6A) diff	CPU 5 (id:0x0F) cntr 3 (0x73) diff	CPU 5 (id:0x0F) cntr 4 (0x14) diff	CPU 5 (id:0x0F) cntr 5 (0x19) diff	CPU 6 (id:0x0F) cycle count diff	CPU 6 (id:0x0F) cntr 0 (0x1B) diff	CPU 6 (id:0x0F) cntr 1 (0x50) diff	CPU 6 (id:0x0F) cntr 2 (0x6A) diff	CPU 6 (id:0x0F) cntr 3 (0x73) diff	CPU 6 (id:0x0F) cntr 4 (0x14) diff	CPU 6 (id:0x0F) cntr 5 (0x19) diff	CPU 7 (id:0x0F) cycle count diff	CPU 7 (id:0x0F) cntr 0 (0x1B) diff	CPU 7 (id:0x0F) cntr 1 (0x50) diff	CPU 7 (id:0x0F) cntr 2 (0x6A) diff	CPU 7 (id:0x0F) cntr 3 (0x73) diff	CPU 7 (id:0x0F) cntr 4 (0x14) diff	CPU 7 (id:0x0F) cntr 5 (0x19) diff	CPU 0 (id:0x07) cycle count rate	CPU 0 (id:0x07) cntr 0 (0x14) rate	CPU 0 (id:0x07) cntr 1 (0x16) rate	CPU 0 (id:0x07) cntr 2 (0x13) rate	CPU 0 (id:0x07) cntr 3 (0x0F) rate	CPU 1 (id:0x07) cycle count rate	CPU 1 (id:0x07) cntr 0 (0x14) rate	CPU 1 (id:0x07) cntr 1 (0x16) rate	CPU 1 (id:0x07) cntr 2 (0x13) rate	CPU 1 (id:0x07) cntr 3 (0x0F) rate	CPU 2 (id:0x07) cycle count rate	CPU 2 (id:0x07) cntr 0 (0x14) rate	CPU 2 (id:0x07) cntr 1 (0x16) rate	CPU 2 (id:0x07) cntr 2 (0x13) rate	CPU 2 (id:0x07) cntr 3 (0x0F) rate	CPU 3 (id:0x07) cycle count rate	CPU 3 (id:0x07) cntr 0 (0x14) rate	CPU 3 (id:0x07) cntr 1 (0x16) rate	CPU 3 (id:0x07) cntr 2 (0x13) rate	CPU 3 (id:0x07) cntr 3 (0x0F) rate	CPU 4 (id:0x0F) cycle count rate	CPU 4 (id:0x0F) cntr 0 (0x1B) rate	CPU 4 (id:0x0F) cntr 1 (0x50) rate	CPU 4 (id:0x0F) cntr 2 (0x6A) rate	CPU 4 (id:0x0F) cntr 3 (0x73) rate	CPU 4 (id:0x0F) cntr 4 (0x14) rate	CPU 4 (id:0x0F) cntr 5 (0x19) rate	CPU 5 (id:0x0F) cycle count rate	CPU 5 (id:0x0F) cntr 0 (0x1B) rate	CPU 5 (id:0x0F) cntr 1 (0x50) rate	CPU 5 (id:0x0F) cntr 2 (0x6A) rate	CPU 5 (id:0x0F) cntr 3 (0x73) rate	CPU 5 (id:0x0F) cntr 4 (0x14) rate	CPU 5 (id:0x0F) cntr 5 (0x19) rate	CPU 6 (id:0x0F) cycle count rate	CPU 6 (id:0x0F) cntr 0 (0x1B) rate	CPU 6 (id:0x0F) cntr 1 (0x50) rate	CPU 6 (id:0x0F) cntr 2 (0x6A) rate	CPU 6 (id:0x0F) cntr 3 (0x73) rate	CPU 6 (id:0x0F) cntr 4 (0x14) rate	CPU 6 (id:0x0F) cntr 5 (0x19) rate	CPU 7 (id:0x0F) cycle count rate	CPU 7 (id:0x0F) cntr 0 (0x1B) rate	CPU 7 (id:0x0F) cntr 1 (0x50) rate	CPU 7 (id:0x0F) cntr 2 (0x6A) rate	CPU 7 (id:0x0F) cntr 3 (0x73) rate	CPU 7 (id:0x0F) cntr 4 (0x14) rate	CPU 7 (id:0x0F) cntr 5 (0x19) rate
10	dijkstra	0.187	3.0	1.50176945469e+12	1.50176945487e+12	2017-8-3 23:40:54	2017-8-3 23:40:54	1200.0	1200.0	3967417.0	441904.0	75665.0	375413.0	51.0	2393252.0	255596.0	28818.0	191595.0	52.0	1801325.0	157915.0	19769.0	119319.0	49.0	2095949.0	198606.0	25562.0	150184.0	59.0	11980279.0	5665093.0	194520.0	47347.0	2916017.0	2476919.0	78842.0	213426671.0	211891941.0	1094850.0	327604.0	98129810.0	23088605.0	47161.0	3674442.0	1127860.0	47959.0	10387.0	593394.0	517909.0	6924.0	8966727.0	3895257.0	141957.0	32576.0	2021347.0	1730355.0	28729.0	21216133.6898	2363122.99465	404625.668449	2007556.14973	272.727272727	12798139.0374	1366823.52941	154106.951872	1024572.19251	278.07486631	9632754.0107	844465.240642	105716.57754	638069.518717	262.032085561	11208283.4225	1062064.17112	136695.187166	803122.994652	315.50802139	64065663.1016	30294614.9733	1040213.90374	253192.513369	15593673.7968	13245556.1497	421614.973262	1141319096.26	1133111983.96	5854812.83422	1751893.04813	524758342.246	123468475.936	252197.860963	19649422.4599	6031336.8984	256465.240642	55545.4545455	3173229.94652	2769566.84492	37026.7379679	47950411.7647	20830251.3369	759128.342246	174203.208556	10809342.246	9253235.29412	153631.016043
11	patricia	0.559	4.0	1.50176945492e+12	1.50176945548e+12	2017-8-3 23:40:54	2017-8-3 23:40:55	1200.0	1200.0	16202862.0	2839283.0	253925.0	1986190.0	85.0	4796169.0	675688.0	70139.0	481461.0	77.0	3240849.0	370211.0	42008.0	270498.0	74.0	6420727.0	986637.0	90233.0	697944.0	92.0	12056414.0	5033891.0	172506.0	42156.0	2607939.0	2222899.0	77410.0	14458889.0	5952449.0	189342.0	51093.0	3119990.0	2636175.0	107407.0	8401150.0	3157312.0	105446.0	24474.0	1650181.0	1418929.0	37643.0	638678889.0	678294052.0	8563972.0	2538401.0	380914706.0	200111448.0	1367106.0	28985441.8605	5079218.24687	454248.658318	3553112.70125	152.057245081	8579908.76565	1208744.18605	125472.271914	861289.80322	137.745974955	5797583.18426	662273.703041	75148.4794275	483896.243292	132.379248658	11486094.8122	1765003.57782	161418.604651	1248558.13953	164.57960644	21567824.6869	9005171.73524	308597.495528	75413.2379249	4665364.93739	3976563.50626	138479.427549	25865633.2737	10648388.1932	338715.563506	91400.7155635	5581377.45975	4715876.5653	192141.323792	15028890.8766	5648143.1127	188633.273703	43781.7531306	2952023.25581	2538334.52594	67339.8926655	1142538262.97	1213406175.31	15320164.5796	4540967.79964	681421656.53	357981123.435	2445627.90698
12	stringsearch	0.017	2.0	1.50176945553e+12	1.50176945555e+12	2017-8-3 23:40:55	2017-8-3 23:40:55	1200.0	1200.0	2866819.0	459230.0	31446.0	308353.0	26.0	1270588.0	86667.0	12153.0	66888.0	25.0	1165888.0	67520.0	9685.0	53057.0	25.0	1199277.0	72129.0	10623.0	57050.0	25.0	10870493.0	7678172.0	144192.0	37882.0	3803044.0	2536865.0	66231.0	7417186.0	3499329.0	125618.0	30591.0	1809201.0	1549365.0	45322.0	5377208.0	2591277.0	93752.0	20547.0	1318288.0	1067675.0	13453.0	5362953.0	2671069.0	84603.0	20128.0	1367631.0	1122356.0	18310.0	168636411.765	27013529.4118	1849764.70588	18138411.7647	1529.41176471	74740470.5882	5098058.82353	714882.352941	3934588.23529	1470.58823529	68581647.0588	3971764.70588	569705.882353	3121000.0	1470.58823529	70545705.8824	4242882.35294	624882.352941	3355882.35294	1470.58823529	639440764.706	451657176.471	8481882.35294	2228352.94118	223708470.588	149227352.941	3895941.17647	436305058.824	205842882.353	7389294.11765	1799470.58824	106423588.235	91139117.6471	2666000.0	316306352.941	152428058.824	5514823.52941	1208647.05882	77546352.9412	62804411.7647	791352.941176	315467823.529	157121705.882	4976647.05882	1184000.0	80448882.3529	66020941.1765	1077058.82353
13	blowfish-encode-small	0.244	3.0	1.5017694556e+12	1.50176945584e+12	2017-8-3 23:40:55	2017-8-3 23:40:55	1200.0	1200.0	5835389.0	834414.0	80056.0	581749.0	58.0	2841399.0	352554.0	39151.0	250921.0	54.0	3174992.0	400667.0	41319.0	288477.0	46.0	4149248.0	561091.0	56889.0	420224.0	65.0	9107571.0	4009449.0	147211.0	34335.0	2074042.0	1759110.0	55425.0	285212044.0	84895882.0	351985.0	147826.0	39593962.0	19916276.0	169360.0	6643717.0	2854295.0	97941.0	22131.0	1483404.0	1253601.0	17792.0	5988405.0	2254847.0	79254.0	19413.0	1182608.0	1050949.0	21156.0	23915528.6885	3419729.5082	328098.360656	2384217.21311	237.704918033	11645077.8689	1444893.44262	160454.918033	1028364.7541	221.31147541	13012262.2951	1642077.86885	169340.163934	1182282.78689	188.524590164	17005114.7541	2299553.27869	233151.639344	1722229.5082	266.393442623	37326110.6557	16432168.0328	603323.770492	140717.213115	8500172.13115	7209467.21311	227151.639344	1168901819.67	347933942.623	1442561.47541	605844.262295	162270336.066	81624081.9672	694098.360656	27228348.3607	11697930.3279	401397.540984	90700.8196721	6079524.59016	5137709.01639	72918.0327869	24542643.4426	9241176.22951	324811.47541	79561.4754098	4846754.09836	4307168.03279	86704.9180328
14	blowfish-decode-small	0.244	4.0	1.50176945589e+12	1.50176945613e+12	2017-8-3 23:40:55	2017-8-3 23:40:56	1200.0	1200.0	8833390.0	1446244.0	140462.0	1035428.0	89.0	3344346.0	462718.0	47955.0	323850.0	79.0	4259105.0	617253.0	61339.0	452539.0	87.0	8228919.0	1168123.0	188350.0	1024428.0	78.0	11655114.0	5540760.0	191952.0	45288.0	2856844.0	2428591.0	74468.0	281023461.0	81976479.0	298876.0	134632.0	37971184.0	18186946.0	137328.0	4466757.0	1572099.0	59272.0	13821.0	828890.0	725182.0	10088.0	9557944.0	4122699.0	147792.0	34813.0	2140975.0	1870952.0	42280.0	36202418.0328	5927229.5082	575663.934426	4243557.37705	364.754098361	13706336.0656	1896385.2459	196536.885246	1327254.09836	323.770491803	17455348.3607	2529725.40984	251389.344262	1854668.03279	356.557377049	33725077.8689	4787389.34426	771926.229508	4198475.40984	319.672131148	47766860.6557	22708032.7869	786688.52459	185606.557377	11708377.0492	9953241.80328	305196.721311	1151735495.9	335969176.23	1224901.63934	551770.491803	155619606.557	74536663.9344	562819.672131	18306381.1475	6443028.68852	242918.032787	56643.442623	3397090.16393	2972057.37705	41344.2622951	39171901.6393	16896307.377	605704.918033	142676.229508	8774487.70492	7667836.06557	173278.688525
15	sha	0.069	2.0	1.50176945618e+12	1.50176945625e+12	2017-8-3 23:40:56	2017-8-3 23:40:56	1200.0	1200.0	7649305.0	1344268.0	113642.0	962935.0	25.0	2264142.0	247740.0	25620.0	174933.0	29.0	1639702.0	135070.0	17309.0	100795.0	25.0	1970631.0	183168.0	20124.0	134742.0	25.0	8926965.0	4126083.0	148182.0	34789.0	2134738.0	1799733.0	54579.0	75290324.0	124042317.0	313208.0	114876.0	89465415.0	24983179.0	328181.0	4986967.0	1901463.0	72627.0	17063.0	991564.0	848593.0	37249.0	5628330.0	2351388.0	85159.0	18218.0	1217508.0	1031227.0	26910.0	110859492.754	19482144.9275	1646985.50725	13955579.7101	362.31884058	32813652.1739	3590434.78261	371304.347826	2535260.86957	420.289855072	23763797.1014	1957536.23188	250855.072464	1460797.10145	362.31884058	28559869.5652	2654608.69565	291652.173913	1952782.6087	362.31884058	129376304.348	59798304.3478	2147565.21739	504188.405797	30938231.8841	26083086.9565	791000.0	1091164115.94	1797714739.13	4539246.37681	1664869.56522	1296600217.39	362075057.971	4756246.37681	72274884.058	27557434.7826	1052565.21739	247289.855072	14370492.7536	12298449.2754	539840.57971	81570000.0	34078086.9565	1234188.4058	264028.985507	17645043.4783	14945318.8406	390000.0
16	adpcm-encode-small	0.057	3.0	1.5017694563e+12	1.50176945636e+12	2017-8-3 23:40:56	2017-8-3 23:40:56	1200.0	1200.0	2257862.0	206173.0	23405.0	150488.0	51.0	2004406.0	183973.0	21862.0	135607.0	53.0	2315407.0	244825.0	29640.0	182807.0	50.0	1898771.0	162370.0	19565.0	122515.0	54.0	58588132.0	62786303.0	619039.0	170671.0	46198190.0	19180871.0	263474.0	9825164.0	4171403.0	150632.0	35915.0	2166503.0	1857942.0	77436.0	6811415.0	2812580.0	103895.0	22911.0	1456227.0	1221980.0	18043.0	7479500.0	3185786.0	108971.0	25299.0	1650619.0	1419624.0	28641.0	39611614.0351	3617070.17544	410614.035088	2640140.35088	894.736842105	35165017.5439	3227596.49123	383543.859649	2379070.17544	929.824561404	40621175.4386	4295175.4386	520000.0	3207140.35088	877.192982456	33311771.9298	2848596.49123	343245.614035	2149385.96491	947.368421053	1027861964.91	1101514087.72	10860333.3333	2994228.07018	810494561.404	336506508.772	4622350.87719	172371298.246	73182508.7719	2642666.66667	630087.719298	38008824.5614	32595473.6842	1358526.31579	119498508.772	49343508.7719	1822719.29825	401947.368421	25547842.1053	21438245.614	316543.859649	131219298.246	55890982.4561	1911771.92982	443842.105263	28958228.0702	24905684.2105	502473.684211
17	adpmc-decode-small	0.067	3.0	1.50176945647e+12	1.50176945653e+12	2017-8-3 23:40:56	2017-8-3 23:40:56	1200.0	1200.0	7730850.0	1241822.0	107270.0	847920.0	52.0	4672871.0	735938.0	63796.0	516154.0	53.0	2789319.0	311493.0	33432.0	223140.0	54.0	2239180.0	217075.0	25792.0	159063.0	54.0	8908021.0	3757844.0	132963.0	32067.0	1943451.0	1651461.0	47893.0	69520827.0	56764574.0	847173.0	233638.0	37227527.0	20467210.0	446442.0	6688583.0	2667793.0	86290.0	20368.0	1384730.0	1169027.0	22108.0	10276234.0	4103315.0	130242.0	36330.0	2155383.0	1817065.0	69925.0	115385820.896	18534656.7164	1601044.77612	12655522.3881	776.119402985	69744343.2836	10984149.2537	952179.104478	7703791.04478	791.044776119	41631626.8657	4649149.25373	498985.074627	3330447.76119	805.970149254	33420597.0149	3239925.37313	384955.223881	2374074.62687	805.970149254	132955537.313	56087223.8806	1984522.38806	478611.940299	29006731.3433	24648671.6418	714820.895522	1037624283.58	847232447.761	12644373.1343	3487134.32836	555634731.343	305480746.269	6663313.43284	99829597.0149	39817805.9701	1287910.44776	304000.0	20667611.9403	17448164.1791	329970.149254	153376626.866	61243507.4627	1943910.44776	542238.80597	32169895.5224	27120373.1343	1043656.71642
18	crc32-small	0.327	3.0	1.50176945658e+12	1.50176945691e+12	2017-8-3 23:40:56	2017-8-3 23:40:56	1200.0	1200.0	12827852.0	2402964.0	196520.0	1719165.0	49.0	3581786.0	479397.0	47086.0	338010.0	51.0	4109005.0	519275.0	57106.0	380661.0	65.0	2508149.0	258414.0	27504.0	189524.0	52.0	9958719.0	4605925.0	159056.0	38024.0	2363520.0	1979868.0	46048.0	385078145.0	98675824.0	260316.0	58511.0	43091524.0	22059995.0	183959.0	5608989.0	2153119.0	79808.0	19011.0	1126130.0	965360.0	30778.0	7771185.0	3270985.0	112415.0	25318.0	1688173.0	1451023.0	32303.0	39228905.1988	7348513.76147	600978.593272	5257385.3211	149.847094801	10953474.0061	1466045.87156	143993.883792	1033669.72477	155.963302752	12565764.526	1587996.9419	174636.085627	1164100.91743	198.77675841	7670180.42813	790256.880734	84110.0917431	579584.097859	159.021406728	30454798.1651	14085397.5535	486409.785933	116281.345566	7227889.90826	6054642.20183	140819.571865	1177609006.12	301760929.664	796073.394495	178932.721713	131778360.856	67461758.4098	562565.749235	17152871.5596	6584461.7737	244061.16208	58137.6146789	3443822.62997	2952171.25382	94122.324159	23765091.7431	10003012.2324	343776.75841	77425.0764526	5162608.56269	4437379.20489	98785.9327217
19	fft	0.39	4.0	1.50176945696e+12	1.50176945735e+12	2017-8-3 23:40:56	2017-8-3 23:40:57	1200.0	1200.0	10189277.0	1662540.0	148726.0	1141366.0	76.0	4641898.0	673169.0	69665.0	475355.0	85.0	3299992.0	376187.0	44109.0	280278.0	73.0	4225640.0	536010.0	62444.0	387239.0	108.0	8018207.0	3187665.0	112791.0	28582.0	1651841.0	1426285.0	70600.0	10958131.0	4558111.0	153560.0	38780.0	2384862.0	2041009.0	54627.0	8471035.0	3516570.0	125113.0	28968.0	1836076.0	1567361.0	22122.0	457755994.0	4833255933.0	800283.0	1551613.0	271129988.0	165484264.0	367005.0	26126351.2821	4262923.07692	381348.717949	2926579.48718	194.871794872	11902302.5641	1726074.35897	178628.205128	1218858.97436	217.948717949	8461517.94872	964582.051282	113100.0	718661.538462	187.179487179	10834974.359	1374384.61538	160112.820513	992920.512821	276.923076923	20559505.1282	8173500.0	289207.692308	73287.1794872	4235489.74359	3657141.02564	181025.641026	28097771.7949	11687464.1026	393743.589744	99435.8974359	6115030.76923	5233356.41026	140069.230769	21720602.5641	9016846.15385	320802.564103	74276.9230769	4707887.17949	4018874.35897	56723.0769231	1173733317.95	12392963930.8	2052007.69231	3978494.87179	695205097.436	424318625.641	941038.461538
20	inv-fft	0.285	3.0	1.5017694574e+12	1.50176945768e+12	2017-8-3 23:40:57	2017-8-3 23:40:57	1200.0	1200.0	16497541.0	3011762.0	283821.0	2172576.0	61.0	4039969.0	555804.0	57281.0	405400.0	49.0	2778276.0	313846.0	34599.0	225934.0	48.0	2535263.0	260738.0	30000.0	189702.0	55.0	9322298.0	4144087.0	142864.0	34554.0	2134498.0	1833986.0	85510.0	6109008.0	2282746.0	75448.0	19411.0	1210131.0	1035777.0	21054.0	7172733.0	3023147.0	109817.0	25017.0	1576682.0	1331106.0	19306.0	4628255241.0	309810987.0	713562.0	1604282.0	137806115.0	105004714.0	288042.0	57886108.7719	10567585.9649	995863.157895	7623073.68421	214.035087719	14175329.8246	1950189.47368	200985.964912	1422456.14035	171.929824561	9748336.84211	1101214.03509	121400.0	792750.877193	168.421052632	8895659.64912	914870.175439	105263.157895	665621.052632	192.98245614	32709817.5439	14540656.1404	501277.192982	121242.105263	7489466.66667	6435038.59649	300035.087719	21435115.7895	8009635.08772	264729.824561	68108.7719298	4246073.68421	3634305.26316	73873.6842105	25167484.2105	10607533.3333	385322.807018	87778.9473684	5532217.54386	4670547.36842	67740.3508772	16239492073.7	1087056094.74	2503726.31579	5629059.64912	483530228.07	368437592.982	1010673.68421
21	gsm-encode-small	0.028	2.0	1.50176945773e+12	1.50176945776e+12	2017-8-3 23:40:57	2017-8-3 23:40:57	1200.0	1200.0	4561672.0	696655.0	80890.0	524552.0	27.0	1409861.0	109598.0	13177.0	80484.0	25.0	1487125.0	123257.0	15890.0	93191.0	24.0	1295919.0	87859.0	11044.0	66834.0	27.0	7051662.0	3478399.0	119026.0	28450.0	1775975.0	1473678.0	54063.0	21753927.0	23958469.0	81932.0	21548.0	12785532.0	6504459.0	32159.0	6275661.0	2946964.0	107181.0	24319.0	1532465.0	1285324.0	16687.0	7057182.0	3231608.0	117022.0	27666.0	1677807.0	1453263.0	30436.0	162916857.143	24880535.7143	2888928.57143	18734000.0	964.285714286	50352178.5714	3914214.28571	470607.142857	2874428.57143	892.857142857	53111607.1429	4402035.71429	567500.0	3328250.0	857.142857143	46282821.4286	3137821.42857	394428.571429	2386928.57143	964.285714286	251845071.429	124228535.714	4250928.57143	1016071.42857	63427678.5714	52631357.1429	1930821.42857	776925964.286	855659607.143	2926142.85714	769571.428571	456626142.857	232302107.143	1148535.71429	224130750.0	105248714.286	3827892.85714	868535.714286	54730892.8571	45904428.5714	595964.285714	252042214.286	115414571.429	4179357.14286	988071.428571	59921678.5714	51902250.0	1087000.0
22	gsm-decode-small	0.023	2.0	1.50176945863e+12	1.50176945866e+12	2017-8-3 23:40:58	2017-8-3 23:40:58	1200.0	1200.0	1363761.0	80025.0	10813.0	61918.0	27.0	1447643.0	112454.0	15445.0	86647.0	25.0	1236234.0	78092.0	10746.0	60664.0	24.0	1215964.0	74307.0	10038.0	58697.0	27.0	7907594.0	3988000.0	139101.0	32689.0	2041068.0	1686725.0	43132.0	20019339.0	15843718.0	152083.0	36020.0	10914104.0	4621732.0	55480.0	3709666.0	1563934.0	58650.0	14269.0	813303.0	688645.0	19865.0	4722442.0	2240757.0	75065.0	16555.0	1140569.0	939209.0	19787.0	59293956.5217	3479347.82609	470130.434783	2692086.95652	1173.91304348	62941000.0	4889304.34783	671521.73913	3767260.86957	1086.95652174	53749304.3478	3395304.34783	467217.391304	2637565.21739	1043.47826087	52868000.0	3230739.13043	436434.782609	2552043.47826	1173.91304348	343808434.783	173391304.348	6047869.56522	1421260.86957	88742086.9565	73335869.5652	1875304.34783	870406043.478	688857304.348	6612304.34783	1566086.95652	474526260.87	200944869.565	2412173.91304	161289826.087	67997130.4348	2550000.0	620391.304348	35361000.0	29941086.9565	863695.652174	205323565.217	97424217.3913	3263695.65217	719782.608696	49589956.5217	40835173.913	860304.347826
23	par-basicmath-square-small	0.632	5.0	1.50176945871e+12	1.50176945934e+12	2017-8-3 23:40:58	2017-8-3 23:40:59	1200.0	1200.0	20713231.0	3895622.0	342751.0	2793301.0	278.0	5862496.0	920686.0	83379.0	622777.0	97.0	5672958.0	813399.0	88384.0	582274.0	121.0	5772060.0	862351.0	89058.0	634270.0	119.0	748584328.0	1193657761.0	215683.0	51235.0	1077979882.0	162627139.0	64731.0	748669722.0	1193887371.0	203855.0	51761.0	1078109566.0	162705223.0	48261.0	745691970.0	1192335973.0	154092.0	37101.0	1077304384.0	162035439.0	22131.0	746408546.0	1192491325.0	154702.0	41589.0	1077383779.0	162189770.0	30095.0	32774099.6835	6163958.86076	542327.531646	4419780.06329	439.873417722	9276101.26582	1456781.64557	131928.797468	985406.64557	153.481012658	8976199.36709	1287023.73418	139848.101266	921319.620253	191.455696203	9133006.32911	1364479.43038	140914.556962	1003591.77215	188.291139241	1184468873.42	1888698988.92	341270.56962	81068.0379747	1705664370.25	257321422.468	102422.468354	1184603990.51	1889062295.89	322555.379747	81900.3164557	1705869566.46	257444973.101	76362.3417722	1179892357.59	1886607552.22	243816.455696	58704.1139241	1704595544.3	256385188.291	35017.4050633	1181026180.38	1886853362.34	244781.64557	65805.3797468	1704721169.3	256629382.911	47618.6708861
24	par-basicmath-cubic-small	0.178	3.0	1.50176945939e+12	1.50176945956e+12	2017-8-3 23:40:59	2017-8-3 23:40:59	1200.0	1200.0	7296501.0	1216879.0	113827.0	876851.0	238.0	2620558.0	311600.0	34108.0	220514.0	48.0	2770508.0	330792.0	34732.0	231720.0	51.0	3255052.0	401684.0	48877.0	296521.0	60.0	205127267.0	297256910.0	170103.0	38780.0	2444334.0	2056488.0	55490.0	203269652.0	296206895.0	126286.0	30918.0	1932506.0	1647801.0	32661.0	201383384.0	295220924.0	96632.0	21100.0	1411848.0	1200522.0	21713.0	202627054.0	295786397.0	114729.0	27954.0	1707936.0	1480781.0	28208.0	40991578.6517	6836398.8764	639477.52809	4926129.21348	1337.07865169	14722235.9551	1750561.79775	191617.977528	1238842.69663	269.662921348	15564651.6854	1858382.02247	195123.595506	1301797.75281	286.516853933	18286808.9888	2256651.68539	274589.88764	1665848.31461	337.078651685	1152400376.4	1669982640.45	955634.831461	217865.168539	13732213.4831	11553303.3708	311741.573034	1141964337.08	1664083679.78	709471.910112	173696.629213	10856775.2809	9257308.98876	183488.764045	1131367325.84	1658544516.85	542876.404494	118539.325843	7931730.33708	6744505.61798	121983.146067	1138354235.96	1661721331.46	644544.94382	157044.94382	9595146.06742	8318994.38202	158471.910112
25	par-basicmath-rad2deg-small	0.175	3.0	1.50176945961e+12	1.50176945979e+12	2017-8-3 23:40:59	2017-8-3 23:40:59	1200.0	1200.0	6644131.0	1119566.0	99679.0	791250.0	224.0	3490759.0	488127.0	44518.0	331187.0	47.0	2781651.0	343535.0	37873.0	250667.0	51.0	4176225.0	580106.0	61347.0	433877.0	69.0	200610596.0	131726025.0	159684.0	36524.0	2270339.0	1919164.0	49562.0	200938266.0	131941676.0	158300.0	38335.0	2391035.0	2021971.0	39957.0	197803006.0	130402874.0	104763.0	23046.0	1585481.0	1329118.0	17968.0	196920803.0	129685259.0	81671.0	20175.0	1232881.0	1090111.0	16216.0	37966462.8571	6397520.0	569594.285714	4521428.57143	1280.0	19947194.2857	2789297.14286	254388.571429	1892497.14286	268.571428571	15895148.5714	1963057.14286	216417.142857	1432382.85714	291.428571429	23864142.8571	3314891.42857	350554.285714	2479297.14286	394.285714286	1146346262.86	752720142.857	912480.0	208708.571429	12973365.7143	10966651.4286	283211.428571	1148218662.86	753952434.286	904571.428571	219057.142857	13663057.1429	11554120.0	228325.714286	1130302891.43	745159280.0	598645.714286	131691.428571	9059891.42857	7594960.0	102674.285714	1125261731.43	741058622.857	466691.428571	115285.714286	7045034.28571	6229205.71429	92662.8571429
26	par-bitcount	0.125	3.0	1.50176945984e+12	1.50176945996e+12	2017-8-3 23:40:59	2017-8-3 23:40:59	1200.0	1200.0	6695753.0	1012777.0	100344.0	735090.0	57.0	2656783.0	308838.0	34071.0	222093.0	50.0	2167290.0	200573.0	26408.0	152770.0	47.0	3129708.0	379794.0	44208.0	280591.0	53.0	116587101.0	142300066.0	524900.0	38586.0	98099032.0	48801350.0	57924.0	4365650023.0	112500901.0	383080.0	37274.0	78330916.0	25997237.0	71751.0	79553114.0	132934382.0	415124.0	21582.0	93033834.0	30162150.0	25940.0	96263808.0	132639144.0	472049.0	149691.0	87686010.0	31700359.0	1054706.0	53566024.0	8102216.0	802752.0	5880720.0	456.0	21254264.0	2470704.0	272568.0	1776744.0	400.0	17338320.0	1604584.0	211264.0	1222160.0	376.0	25037664.0	3038352.0	353664.0	2244728.0	424.0	932696808.0	1138400528.0	4199200.0	308688.0	784792256.0	390410800.0	463392.0	34925200184.0	900007208.0	3064640.0	298192.0	626647328.0	207977896.0	574008.0	636424912.0	1063475056.0	3320992.0	172656.0	744270672.0	241297200.0	207520.0	770110464.0	1061113152.0	3776392.0	1197528.0	701488080.0	253602872.0	8437648.0
