	workload name	duration (s)	no. samples	start time (ms)	end time (ms)	start date	end date	Freq (MHz) C0	Freq (MHz) C4	CPU 0 (id:0x07) cycle count diff	CPU 0 (id:0x07) cntr 0 (0x14) diff	CPU 0 (id:0x07) cntr 1 (0x16) diff	CPU 0 (id:0x07) cntr 2 (0x13) diff	CPU 0 (id:0x07) cntr 3 (0x0F) diff	CPU 1 (id:0x07) cycle count diff	CPU 1 (id:0x07) cntr 0 (0x14) diff	CPU 1 (id:0x07) cntr 1 (0x16) diff	CPU 1 (id:0x07) cntr 2 (0x13) diff	CPU 1 (id:0x07) cntr 3 (0x0F) diff	CPU 2 (id:0x07) cycle count diff	CPU 2 (id:0x07) cntr 0 (0x14) diff	CPU 2 (id:0x07) cntr 1 (0x16) diff	CPU 2 (id:0x07) cntr 2 (0x13) diff	CPU 2 (id:0x07) cntr 3 (0x0F) diff	CPU 3 (id:0x07) cycle count diff	CPU 3 (id:0x07) cntr 0 (0x14) diff	CPU 3 (id:0x07) cntr 1 (0x16) diff	CPU 3 (id:0x07) cntr 2 (0x13) diff	CPU 3 (id:0x07) cntr 3 (0x0F) diff	CPU 4 (id:0x0F) cycle count diff	CPU 4 (id:0x0F) cntr 0 (0x1B) diff	CPU 4 (id:0x0F) cntr 1 (0x50) diff	CPU 4 (id:0x0F) cntr 2 (0x6A) diff	CPU 4 (id:0x0F) cntr 3 (0x73) diff	CPU 4 (id:0x0F) cntr 4 (0x14) diff	CPU 4 (id:0x0F) cntr 5 (0x19) diff	CPU 5 (id:0x0F) cycle count diff	CPU 5 (id:0x0F) cntr 0 (0x1B) diff	CPU 5 (id:0x0F) cntr 1 (0x50) diff	CPU 5 (id:0x0F) cntr 2 (0x6A) diff	CPU 5 (id:0x0F) cntr 3 (0x73) diff	CPU 5 (id:0x0F) cntr 4 (0x14) diff	CPU 5 (id:0x0F) cntr 5 (0x19) diff	CPU 6 (id:0x0F) cycle count diff	CPU 6 (id:0x0F) cntr 0 (0x1B) diff	CPU 6 (id:0x0F) cntr 1 (0x50) diff	CPU 6 (id:0x0F) cntr 2 (0x6A) diff	CPU 6 (id:0x0F) cntr 3 (0x73) diff	CPU 6 (id:0x0F) cntr 4 (0x14) diff	CPU 6 (id:0x0F) cntr 5 (0x19) diff	CPU 7 (id:0x0F) cycle count diff	CPU 7 (id:0x0F) cntr 0 (0x1B) diff	CPU 7 (id:0x0F) cntr 1 (0x50) diff	CPU 7 (id:0x0F) cntr 2 (0x6A) diff	CPU 7 (id:0x0F) cntr 3 (0x73) diff	CPU 7 (id:0x0F) cntr 4 (0x14) diff	CPU 7 (id:0x0F) cntr 5 (0x19) diff	CPU 0 (id:0x07) cycle count rate	CPU 0 (id:0x07) cntr 0 (0x14) rate	CPU 0 (id:0x07) cntr 1 (0x16) rate	CPU 0 (id:0x07) cntr 2 (0x13) rate	CPU 0 (id:0x07) cntr 3 (0x0F) rate	CPU 1 (id:0x07) cycle count rate	CPU 1 (id:0x07) cntr 0 (0x14) rate	CPU 1 (id:0x07) cntr 1 (0x16) rate	CPU 1 (id:0x07) cntr 2 (0x13) rate	CPU 1 (id:0x07) cntr 3 (0x0F) rate	CPU 2 (id:0x07) cycle count rate	CPU 2 (id:0x07) cntr 0 (0x14) rate	CPU 2 (id:0x07) cntr 1 (0x16) rate	CPU 2 (id:0x07) cntr 2 (0x13) rate	CPU 2 (id:0x07) cntr 3 (0x0F) rate	CPU 3 (id:0x07) cycle count rate	CPU 3 (id:0x07) cntr 0 (0x14) rate	CPU 3 (id:0x07) cntr 1 (0x16) rate	CPU 3 (id:0x07) cntr 2 (0x13) rate	CPU 3 (id:0x07) cntr 3 (0x0F) rate	CPU 4 (id:0x0F) cycle count rate	CPU 4 (id:0x0F) cntr 0 (0x1B) rate	CPU 4 (id:0x0F) cntr 1 (0x50) rate	CPU 4 (id:0x0F) cntr 2 (0x6A) rate	CPU 4 (id:0x0F) cntr 3 (0x73) rate	CPU 4 (id:0x0F) cntr 4 (0x14) rate	CPU 4 (id:0x0F) cntr 5 (0x19) rate	CPU 5 (id:0x0F) cycle count rate	CPU 5 (id:0x0F) cntr 0 (0x1B) rate	CPU 5 (id:0x0F) cntr 1 (0x50) rate	CPU 5 (id:0x0F) cntr 2 (0x6A) rate	CPU 5 (id:0x0F) cntr 3 (0x73) rate	CPU 5 (id:0x0F) cntr 4 (0x14) rate	CPU 5 (id:0x0F) cntr 5 (0x19) rate	CPU 6 (id:0x0F) cycle count rate	CPU 6 (id:0x0F) cntr 0 (0x1B) rate	CPU 6 (id:0x0F) cntr 1 (0x50) rate	CPU 6 (id:0x0F) cntr 2 (0x6A) rate	CPU 6 (id:0x0F) cntr 3 (0x73) rate	CPU 6 (id:0x0F) cntr 4 (0x14) rate	CPU 6 (id:0x0F) cntr 5 (0x19) rate	CPU 7 (id:0x0F) cycle count rate	CPU 7 (id:0x0F) cntr 0 (0x1B) rate	CPU 7 (id:0x0F) cntr 1 (0x50) rate	CPU 7 (id:0x0F) cntr 2 (0x6A) rate	CPU 7 (id:0x0F) cntr 3 (0x73) rate	CPU 7 (id:0x0F) cntr 4 (0x14) rate	CPU 7 (id:0x0F) cntr 5 (0x19) rate
43	lmb3-lat-mem-rd-32-256	125.192	621.0	1.50176981017e+12	1.50176993536e+12	2017-8-3 23:46:50	2017-8-3 23:48:55	1200.0	1200.0	14566676089.0	1866847594.0	175876261.0	1364810389.0	93476.0	7400853372.0	562031684.0	57707043.0	420867757.0	41890.0	7963033743.0	685182970.0	70388990.0	545332517.0	45919.0	7664254398.0	635383982.0	67496639.0	494966122.0	42739.0	70772518166.0	22026438994.0	1480831113.0	7063560.0	11933437281.0	8945435043.0	641146023.0	64604178641.0	40644120487.0	1395890510.0	9876286.0	22249135400.0	14282253114.0	335756628.0	48467997041.0	15223353615.0	1152060618.0	6641767.0	8912412271.0	2572856522.0	305811550.0	58105399209.0	35131837253.0	1285615352.0	9314473.0	19346372129.0	12186659259.0	277532006.0	116354687.911	14911876.1103	1404852.23497	10901738.0424	746.661128507	59116024.762	4489357.81839	460948.327369	3361778.36443	334.606045115	63606570.2521	5473057.14423	562248.306601	4355969.36705	366.788612691	61220001.2621	5075276.23171	539144.985303	3953656.16014	341.387628602	565311826.363	175941266.167	11828480.3582	56421.8160905	95321085.0613	71453727.4187	5121301.86434	516040790.474	324654294.899	11149997.6836	78889.1143204	177720105.119	114082793.741	2681933.57403	387149314.98	121600051.241	9202350.13419	53052.647134	71189950.4042	20551285.4016	2442740.35082	464130289.547	280623660.082	10269149.4025	74401.5032909	154533613.402	97343754.0658	2216850.96492
44	lmb3-lat-ops	2.504	14.0	1.50176993541e+12	1.50176993792e+12	2017-8-3 23:48:55	2017-8-3 23:48:57	1200.0	1200.0	38754120.0	7019995.0	659122.0	4992150.0	829.0	30363706.0	5081766.0	552060.0	3639960.0	475.0	16771115.0	2677947.0	280610.0	1906799.0	373.0	17069573.0	2708873.0	288175.0	1968945.0	559.0	820247840.0	777693955.0	463439.0	2939206.0	654112066.0	188945595.0	92531.0	612240854.0	243873830.0	719345.0	591650.0	65131686.0	17600966.0	214577.0	831890700.0	650927067.0	472281.0	19078477.0	444100529.0	112786089.0	72485.0	824479761.0	629522616.0	599617.0	1610638.0	486035564.0	132073477.0	76242.0	15476884.984	2803512.38019	263227.635783	1993670.1278	331.07028754	12126080.6709	2029459.26518	220471.246006	1453658.14696	189.696485623	6697729.63259	1069467.65176	112064.696486	761501.198083	148.961661342	6816922.1246	1081818.29073	115085.86262	786319.888179	223.242811502	327575015.974	310580652.955	185079.472843	1173804.3131	261226863.419	75457505.9904	36953.2747604	244505133.387	97393702.0767	287278.354633	236281.948882	26011056.7093	7029139.77636	85693.6900958	332224720.447	259954898.962	188610.623003	7619200.07987	177356441.294	45042367.8115	28947.6837061	329265080.272	251406795.527	239463.658147	643226.038339	194103659.744	52744998.8019	30448.0830671
45	lmb3-pat-proc-fork	0.557	4.0	1.50176993797e+12	1.50176993852e+12	2017-8-3 23:48:57	2017-8-3 23:48:58	1200.0	1200.0	13278157.0	1839302.0	182080.0	1344323.0	96.0	8667411.0	929181.0	104802.0	669693.0	107.0	6925398.0	640944.0	78422.0	475183.0	87.0	5847403.0	444067.0	51982.0	321204.0	120.0	59144363.0	27964130.0	1103307.0	257942.0	14227710.0	12788603.0	511812.0	640318561.0	258819396.0	1167139.0	770362.0	73275991.0	24224779.0	194764.0	11267411.0	3683980.0	129250.0	28539.0	1928928.0	1636831.0	33226.0	10313668.0	3007290.0	103187.0	26273.0	1571724.0	1414208.0	21431.0	23838701.9749	3302157.98923	326894.075404	2413506.28366	172.351885099	15560881.5081	1668188.50987	188154.398564	1202321.36445	192.1005386	12433389.5871	1150707.36086	140793.536804	853111.310592	156.193895871	10498030.5206	797247.755835	93324.9551167	576667.863555	215.439856373	106183775.583	50204901.2567	1980802.51346	463091.561939	25543464.991	22959789.9461	918872.531418	1149584490.13	464666779.174	2095402.1544	1383055.6553	131554741.472	43491524.237	349666.068223	20228745.0628	6613967.68402	232046.678636	51236.983842	3463066.42729	2938655.29623	59651.7055655	18516459.605	5399084.38061	185254.937163	47168.7612208	2821766.60682	2538973.07002	38475.7630162
46	lmb3-bw-mem-200m-rd	1.964	11.0	1.50176993857e+12	1.50176994054e+12	2017-8-3 23:48:58	2017-8-3 23:49:0	1200.0	1200.0	36535453.0	5852398.0	530323.0	4154215.0	299.0	23181737.0	3095185.0	310866.0	2181712.0	342.0	14956474.0	1541964.0	164510.0	1091850.0	298.0	15044612.0	1541943.0	162469.0	1102063.0	317.0	6079208782.0	5102354309.0	82808904.0	2832160.0	411740108.0	4520120534.0	198299877.0	598665694.0	4525366045.0	265202.0	474572.0	4352987631.0	11364592.0	190700.0	31159762.0	5182181.0	203565.0	43538.0	2737758.0	2388735.0	147749.0	39505616.0	8970406.0	347191.0	75974.0	4655534.0	4176002.0	272948.0	18602572.8106	2979836.04888	270021.894094	2115180.75356	152.240325866	11803328.4114	1575959.77597	158282.077393	1110851.32383	174.134419552	7615312.62729	785114.052953	83762.7291242	555931.771894	151.731160896	7660189.40937	785103.360489	82723.5234216	561131.873727	161.405295316	3095320153.77	2597940075.87	42163393.0754	1442036.65988	209643639.511	2301487033.6	100967350.815	304819599.796	2304157864.05	135031.568228	241635.437882	2216388814.15	5786452.13849	97097.7596741	15865459.2668	2638585.03055	103648.167006	22168.0244399	1393970.46843	1216260.1833	75228.6150713	20114875.7637	4567416.49695	176777.494908	38683.299389	2370434.82688	2126273.93075	138975.560081
47	lmb3-bw-mem-200m-wr	3.067	17.0	1.50176994059e+12	1.50176994365e+12	2017-8-3 23:49:0	2017-8-3 23:49:3	1200.0	1200.0	59954269.0	9401547.0	886550.0	6674421.0	581.0	25642378.0	3457144.0	332145.0	2368183.0	473.0	22005258.0	2674258.0	287697.0	1899466.0	566.0	25090901.0	3041333.0	329202.0	2140757.0	657.0	44694323.0	8874688.0	349821.0	71842.0	4656139.0	4029211.0	453360.0	7394570961.0	635272603.0	63790100.0	2842693.0	240446249.0	202162825.0	368293954.0	614558846.0	234444563.0	429733.0	513949.0	60182974.0	13236348.0	548661.0	61036063.0	13134951.0	512555.0	113117.0	6799747.0	6177524.0	813841.0	19548180.3065	3065388.65341	289060.971634	2176205.0864	189.435930877	8360736.22432	1127207.04271	108296.380828	772149.657646	154.222367134	7174847.73394	871945.875448	93804.0430388	619323.769156	184.545158135	8180926.31236	991631.235735	107336.811216	697997.065536	214.215846104	14572651.777	2893605.47767	114059.667427	23424.1930225	1518141.18031	1313730.3554	147818.715357	2411011073.04	207131595.37	20798858.8197	926864.362569	78397864.0365	65915495.5983	120082802.087	200377843.495	76441005.2168	140115.096185	167573.850668	19622749.9185	4315731.33355	178891.750897	19900900.8803	4282670.68797	167119.334855	36881.9693512	2217067.81872	2014191.06619	265354.091947
48	lmb3-bw-mem-200m-cp	3.86	21.0	1.5017699437e+12	1.50176994756e+12	2017-8-3 23:49:3	2017-8-3 23:49:7	1200.0	1200.0	96049772.0	18635064.0	1295433.0	12865484.0	720.0	36447388.0	4879346.0	460194.0	3376068.0	573.0	28981643.0	3350778.0	346177.0	2384594.0	577.0	33247325.0	4734078.0	355479.0	3302785.0	599.0	8347810404.0	1135231604.0	151039917.0	4922422.0	412648823.0	368255758.0	551744333.0	625905684.0	235363450.0	414100.0	535423.0	60603433.0	13724696.0	466588.0	53236885.0	8693708.0	361211.0	70735.0	4604889.0	4018003.0	500924.0	72278643.0	16031100.0	646179.0	135780.0	8319620.0	7507896.0	931259.0	24883360.6218	4827736.78756	335604.404145	3333026.94301	186.528497409	9442328.49741	1264079.27461	119221.243523	874629.015544	148.445595855	7508197.66839	868077.202073	89683.1606218	617770.466321	149.481865285	8613296.63212	1226445.07772	92093.0051813	855643.782383	155.18134715	2162645182.38	294101451.813	39129512.1762	1275238.8601	106903840.155	95403046.114	142938946.373	162151731.606	60974987.0466	107279.792746	138710.621762	15700371.2435	3555620.72539	120877.720207	13791939.1192	2252255.95855	93577.9792746	18325.1295337	1192976.42487	1040933.41969	129773.056995	18725037.0466	4153134.71503	167403.88601	35176.1658031	2155341.96891	1945050.7772	241258.80829
49	lmb3-bw-mem-700m-cp	12.807	65.0	1.50176994761e+12	1.50176996042e+12	2017-8-3 23:49:7	2017-8-3 23:49:20	1200.0	1200.0	751811589.0	161778144.0	7702222.0	108369604.0	3994.0	376448340.0	89428835.0	3457005.0	58696606.0	4626.0	190188078.0	30051954.0	1630461.0	19753987.0	2021.0	177336749.0	28926609.0	1408197.0	18915035.0	1829.0	16788138969.0	2953060621.0	4796729904.0	13377042.0	989440119.0	992977614.0	1720250554.0	8841994947.0	2385776034.0	47974818.0	18429574.0	1170345449.0	885451094.0	222689666.0	5390630452.0	325321768.0	1861479.0	1249160.0	108579971.0	51290205.0	3112401.0	798702130.0	238646034.0	3523118.0	2134154.0	125351909.0	105547476.0	5851347.0	58703177.0907	12632009.3699	601407.199188	8461747.79418	311.860701179	29393951.7451	6982809.0107	269930.897166	4583165.92488	361.208713985	14850322.3237	2346525.65004	127310.142891	1542436.7143	157.804325759	13846861.0135	2258656.12556	109955.258843	1476929.4136	142.812524401	1310856482.31	230581761.615	374539697.353	1044510.18974	77257758.9599	77533974.7013	134321117.67	690403290.935	186286877.02	3745984.07121	1439023.50277	91383262.9812	69138056.8439	17388121.0276	420912817.366	25401871.4765	145348.559382	97537.2842976	8478173.73311	4004857.10939	243023.42469	62364498.3212	18634030.9206	275093.152182	166639.650191	9787765.20653	8241389.55259	456886.624502
50	lmb3-bw-mem-2000m-cp	0.519	5.0	1.50176996049e+12	1.50176996101e+12	2017-8-3 23:49:20	2017-8-3 23:49:21	1200.0	1200.0	18227906.0	2843554.0	332388.0	2120778.0	201.0	7682017.0	1151406.0	117364.0	837329.0	146.0	4168086.0	506198.0	59828.0	370036.0	127.0	3768906.0	466211.0	50959.0	337001.0	107.0	11485862.0	5204623.0	177548.0	42837.0	2699104.0	2336112.0	61465.0	9065468.0	3816565.0	137006.0	31481.0	1990606.0	1712301.0	29638.0	590068979.0	234315725.0	221750.0	505852.0	59228544.0	11875343.0	112749.0	9074565.0	3663175.0	125638.0	32194.0	1907966.0	1720599.0	27245.0	35121206.1657	5478909.44123	640439.306358	4086277.45665	387.283236994	14801574.1811	2218508.67052	226134.874759	1613350.67437	281.310211946	8030994.21965	975333.333333	115275.529865	712978.805395	244.701348748	7261861.27168	898287.090559	98186.8978805	649327.552987	206.165703276	22130755.2987	10028175.3372	342096.339114	82537.5722543	5200585.74181	4501179.19075	118429.672447	17467183.0443	7353689.78805	263980.732177	60657.0327553	3835464.35453	3299231.21387	57105.973025	1136934448.94	451475385.356	427263.969171	974666.666667	114120508.671	22881200.3854	217242.774566	17484710.9827	7058140.65511	242077.071291	62030.8285164	3676235.06744	3315219.65318	52495.1830443
51	lmb3-tlb	1.636	10.0	1.50176996106e+12	1.50176996269e+12	2017-8-3 23:49:21	2017-8-3 23:49:22	1200.0	1200.0	37407881.0	5849332.0	618755.0	4286511.0	593.0	75822073.0	23877852.0	965432.0	14618898.0	3859.0	11636065.0	1585199.0	169111.0	1122210.0	271.0	12613561.0	1782128.0	189314.0	1300809.0	272.0	26148252.0	10937939.0	367422.0	92031.0	5692184.0	4882763.0	173383.0	6212465879.0	509658916.0	474280.0	597024.0	71185746.0	50523055.0	235137.0	22001455.0	8772098.0	291261.0	74884.0	4597740.0	3969752.0	103553.0	25285667.0	10608274.0	346780.0	90219.0	5511991.0	4880782.0	102242.0	22865452.934	3575386.30807	378212.102689	2620116.74817	362.469437653	46346010.3912	14595264.0587	590117.359413	8935756.72372	2358.80195599	7112509.1687	968948.04401	103368.581907	685947.432763	165.64792176	7710000.61125	1089320.2934	115717.603912	795115.525672	166.259168704	15983039.1198	6685781.78484	224585.574572	56253.6674817	3479330.07335	2984573.96088	105979.828851	3797350781.78	311527454.768	289902.200489	364929.095355	43512069.6822	30882062.9584	143726.772616	13448322.1271	5361918.09291	178032.396088	45772.6161369	2810354.52323	2426498.77751	63296.4547677	15455786.6748	6484275.06112	211968.215159	55146.0880196	3369187.65281	2983363.08068	62495.1100244
52	lmb3-line	1.45	9.0	1.50176996274e+12	1.50176996419e+12	2017-8-3 23:49:22	2017-8-3 23:49:24	1200.0	1200.0	36628489.0	5989752.0	579148.0	4409769.0	275.0	13332929.0	1854835.0	179212.0	1307056.0	231.0	10616744.0	1242608.0	138505.0	902237.0	238.0	12836263.0	1639259.0	181060.0	1184406.0	249.0	19450519.0	5093015.0	192734.0	40033.0	2655839.0	2294657.0	109263.0	16946860.0	3685629.0	139922.0	31174.0	1944662.0	1705611.0	72171.0	22403210.0	6467537.0	250255.0	54074.0	3378103.0	2921970.0	145054.0	5992722176.0	579424754.0	7571554.0	1521741.0	230658734.0	70364837.0	28686451.0	25261026.8966	4130863.44828	399412.413793	3041220.0	189.655172414	9195123.44828	1279196.55172	123594.482759	901417.931034	159.310344828	7321892.41379	856971.034483	95520.6896552	622232.413793	164.137931034	8852595.17241	1130523.44828	124868.965517	816831.724138	171.724137931	13414151.0345	3512424.13793	132920.0	27608.9655172	1831613.10345	1582522.06897	75353.7931034	11687489.6552	2541813.10345	96497.9310345	21499.3103448	1341146.2069	1176283.44828	49773.1034483	15450489.6552	4460370.34483	172589.655172	37292.4137931	2329726.2069	2015151.72414	100037.241379	4132911845.52	399603278.621	5221761.37931	1049476.55172	159074988.966	48527473.7931	19783759.3103
53	lmb3-par-mem	189.541	936.0	1.50176996424e+12	1.50177015378e+12	2017-8-3 23:49:24	2017-8-3 23:52:33	1200.0	1200.0	16965860954.0	6473125024.0	224454644.0	5892762005.0	172033.0	9462481853.0	920470330.0	96798903.0	698901579.0	67896.0	9556469097.0	941280746.0	98732130.0	720900784.0	77641.0	8829922681.0	893214500.0	91071626.0	647392529.0	81598.0	81293982300.0	68394965980.0	2125217427.0	8507496.0	36776156963.0	19966813625.0	369342018.0	18067933120.0	15434152533.0	260806132.0	4198554.0	9997998118.0	6754164504.0	100871511.0	66533883511.0	9935737485.0	5729396642.0	5735817.0	2368727601.0	909074075.0	9076155030.0	1.76150160962e+11	15331407939.0	9290221257.0	12124530.0	1479190862.0	2161108526.0	18244691355.0	89510242.9237	34151582.1062	1184201.01192	31089642.9005	907.629483858	49923139.8642	4856312.51286	510701.658216	3687337.19354	358.212734976	50419007.4812	4966106.25669	520901.177054	3803402.87326	409.626413283	46585818.7991	4712513.3876	480485.098211	3415580.42323	430.503162904	428899194.897	360845231.269	11212441.7778	44884.7267873	194027450.33	105342979.223	1948612.79618	95324669.1745	81429097.3088	1375987.94984	22151.1651833	52748471.9296	35634319.2449	532188.344474	351026340.006	52419990.8463	30227743.0319	30261.6162202	12497177.9246	4796186.97274	47884916.8781	929351227.238	80887026.7594	49014309.6058	63967.8486449	7804068.0486	11401799.7478	96257228.5416
54	rl-busspeed-small	1.059	7.0	1.50177015384e+12	1.5017701549e+12	2017-8-3 23:52:33	2017-8-3 23:52:34	1200.0	1200.0	76103548.0	11700159.0	1200151.0	8810951.0	2327.0	11608456.0	1711563.0	169655.0	1210805.0	174.0	64291144.0	11859194.0	1145628.0	10232641.0	173.0	7950563.0	1022680.0	112376.0	760621.0	190.0	1265240936.0	5738489738.0	32612868.0	146085.0	739361506.0	4595750666.0	655060.0	14614435.0	5328397.0	193974.0	43898.0	2772065.0	2388304.0	77526.0	26639971.0	11889324.0	353666.0	111001.0	6163339.0	5323845.0	116808.0	1210970765.0	2457477364.0	339497.0	83013.0	1250098948.0	460548173.0	122437.0	71863595.8451	11048308.7819	1133287.06327	8320067.04438	2197.35599622	10961714.8253	1616206.79887	160203.021719	1143347.49764	164.305949008	60709295.5619	11198483.475	1081801.69972	9662550.51936	163.361661945	7507613.78659	965703.493862	106115.203022	718244.570349	179.414542021	1194750647.78	5418781622.29	30795909.3484	137946.175637	698169505.194	4339707899.91	618564.683664	13800221.9075	5031536.35505	183167.13881	41452.3135033	2617625.11804	2255244.57035	73206.7988669	25155779.9811	11226934.8442	333962.228517	104816.80831	5819961.28423	5027237.96034	110300.283286	1143504027.38	2320564083.1	320582.625118	78388.101983	1180452264.4	434889681.775	115615.675165
55	rl-dhrystone-small	0.551	5.0	1.50177015495e+12	1.5017701555e+12	2017-8-3 23:52:34	2017-8-3 23:52:35	1200.0	1200.0	50134134.0	8142129.0	811486.0	6081834.0	3088.0	8123045.0	1113852.0	116719.0	783086.0	123.0	35154728.0	6304974.0	625515.0	5393850.0	132.0	5049021.0	576182.0	66642.0	422761.0	122.0	675557926.0	812187975.0	12989645.0	70455.0	415166349.0	140849338.0	359759.0	608260221.0	1007460942.0	191817.0	9378232.0	398132544.0	235952739.0	72556.0	13733631.0	5390083.0	193011.0	44147.0	2812487.0	2403255.0	72916.0	29104931.0	13581551.0	399163.0	129154.0	7019818.0	6132667.0	135219.0	90987539.02	14777003.6298	1472751.36116	11037811.2523	5604.35571688	14742368.4211	2021509.98185	211831.215971	1421208.71143	223.230490018	63801684.2105	11442784.029	1135235.93466	9789201.45191	239.564428312	9163377.49546	1045702.35935	120947.368421	767261.343013	221.415607985	1226057941.92	1474025362.98	23574673.3212	127867.513612	753477947.368	255624932.849	652920.145191	1103920546.28	1828422762.25	348125.22686	17020384.755	722563600.726	428226386.57	131680.580762	24924920.1452	9782364.79129	350292.196007	80121.5970962	5104332.12341	4361624.31942	132333.938294	52822016.3339	24648912.8857	724433.756806	234399.274047	12740141.5608	11130067.1506	245406.533575
56	rl-linpack-small	1.552	10.0	1.50177015556e+12	1.50177015712e+12	2017-8-3 23:52:35	2017-8-3 23:52:37	1200.0	1200.0	139711501.0	21324636.0	2349384.0	16021200.0	1395.0	27669416.0	4573564.0	448757.0	3264890.0	1892.0	140315659.0	25868057.0	2699868.0	21287696.0	8660.0	25914402.0	3635042.0	424614.0	2714027.0	793.0	1852711130.0	6491950690.0	39030620.0	201742.0	5417614588.0	397979818.0	960884.0	18272471.0	6238176.0	225143.0	50631.0	3257296.0	2797599.0	76973.0	23123907.0	8825172.0	303867.0	72668.0	4598644.0	3933039.0	95561.0	1819055579.0	6698903089.0	4347407536.0	123308.0	5002547540.0	395286611.0	252727.0	90020297.0361	13740100.5155	1513778.35052	10322938.1443	898.840206186	17828231.9588	2946884.02062	289147.551546	2103666.23711	1219.07216495	90409574.0979	16667562.5	1739605.6701	13716298.9691	5579.89690722	16697423.9691	2342166.23711	273591.494845	1748728.73711	510.953608247	1193757171.39	4182957918.81	25148595.3608	129988.402062	3490731048.97	256430295.103	619126.28866	11773499.3557	4019443.29897	145066.365979	32623.0670103	2098773.19588	1802576.67526	49596.0051546	14899424.6134	5686322.16495	195790.592784	46822.1649485	2963043.81443	2534174.6134	61572.8092784	1172071893.69	4316303536.73	2801164649.48	79451.0309278	3223290940.72	254694981.314	162839.561856
57	rl-linpack-FSSP-small	0.972	7.0	1.50177015717e+12	1.50177015814e+12	2017-8-3 23:52:37	2017-8-3 23:52:38	1200.0	1200.0	78998235.0	11615756.0	1257076.0	8884267.0	473.0	12713728.0	2191835.0	173647.0	1487873.0	2370.0	16358599.0	2811524.0	259224.0	2042455.0	1766.0	85042745.0	15400180.0	1511131.0	12949208.0	263.0	5452637510.0	1404041717.0	24277647.0	178216.0	722354754.0	327120332.0	774594.0	1122838156.0	5692892803.0	11368434.0	20282034.0	540995016.0	276318788.0	126026.0	16465344.0	5442010.0	199775.0	44676.0	2838207.0	2449380.0	78748.0	24419398.0	9790582.0	330443.0	81526.0	5044617.0	4381162.0	125282.0	81273904.321	11950366.2551	1293288.06584	9140192.38683	486.625514403	13079967.0782	2254974.27984	178649.176955	1530733.53909	2438.27160494	16829834.3621	2892514.40329	266691.358025	2101291.15226	1816.87242798	87492536.0082	15843806.5844	1554661.52263	13322230.4527	270.576131687	5609709372.43	1444487363.17	24977003.0864	183349.794239	743163327.16	336543551.44	796907.407407	1155183288.07	5856885599.79	11695919.7531	20866290.1235	556579234.568	284278588.477	129656.378601	16939654.321	5598775.72016	205529.835391	45962.962963	2919966.04938	2519938.2716	81016.4609053	25122837.4486	10072615.2263	339961.934156	83874.4855967	5189935.18519	4507368.31276	128890.946502
58	rl-linpack-neon-small	0.998	7.0	1.50177015819e+12	1.50177015919e+12	2017-8-3 23:52:38	2017-8-3 23:52:39	1200.0	1200.0	181132115.0	29255871.0	3501972.0	22130744.0	2916.0	88158149.0	15236899.0	1911884.0	12058621.0	973.0	47767604.0	8553307.0	928214.0	6556502.0	4219.0	114896203.0	20418221.0	2352387.0	16542852.0	2685.0	1088362075.0	1357445690.0	23700821.0	209476.0	704570983.0	350552572.0	870389.0	16576401.0	5315202.0	194874.0	43841.0	2764541.0	2385246.0	72910.0	20945160.0	7740301.0	270776.0	63637.0	4027394.0	3441232.0	92675.0	5449593759.0	1559579310.0	12440544.0	23716595.0	565336831.0	4555217489.0	184958.0	181495105.21	29314500.0	3508989.97996	22175094.1884	2921.84368737	88334818.6373	15267433.8677	1915715.43086	12082786.5731	974.9498998	47863330.6613	8570447.89579	930074.148297	6569641.28257	4227.45490982	115126455.912	20459139.2786	2357101.2024	16576004.008	2690.38076152	1090543161.32	1360166022.04	23748317.6353	209895.791583	705982948.898	351255082.164	872133.266533	16609620.2405	5325853.70741	195264.529058	43928.8577154	2770081.16232	2390026.0521	73056.1122244	20987134.2685	7755812.62525	271318.637275	63764.5290581	4035464.92986	3448128.25651	92860.7214429	5460514788.58	1562704719.44	12465474.9499	23764123.2465	566469770.541	4564346181.36	185328.657315
